launch_angle,launch_speed,av_xwOBAcon
43,79,0.039
44,79,0.028
45,79,0.038
46,79,0.034
47,79,0.035
48,79,0.035
49,79,0.033
50,79,0.036
51,79,0.039
52,79,0.039
53,79,0.036
54,79,0.043
55,79,0.036
56,79,0.041
57,79,0.045
58,79,0.038
59,79,0.029
60,79,0.022
61,79,0.015
62,79,0.01
63,79,0.007
64,79,0.003
65,79,0.002
66,79,0.002
67,79,0.003
68,79,0.003
69,79,0.002
70,79,0.004
71,79,0.003
72,79,0.002
73,79,0
74,79,0.001
75,79,0.004
76,79,0.004
77,79,0.006
78,79,0.002
79,79,0.005
80,79,0.003
81,79,0.005
82,79,0.001
83,79,0.002
84,79,0.002
85,79,0.001
86,79,0.001
87,79,0.001
88,79,0.001
89,79,0.002
90,79,NA
-87,78,0.284
-82,78,0.286
-81,78,0.18
-80,78,0.234
-79,78,0.237
-78,78,0.18
-76,78,0.285
-72,78,0.251
-71,78,0.254
-70,78,0.248
-69,78,0.248
-68,78,0.27
-67,78,0.304
-66,78,0.298
-65,78,0.273
-64,78,0.223
-63,78,0.228
-62,78,0.262
-61,78,0.29
-60,78,0.182
-59,78,0.221
-58,78,0.207
-57,78,0.161
-56,78,0.207
-55,78,0.208
-54,78,0.181
-53,78,0.197
-52,78,0.153
-51,78,0.164
-50,78,0.117
-49,78,0.097
-48,78,0.095
-47,78,0.084
-46,78,0.079
-45,78,0.087
-44,78,0.083
-43,78,0.071
-42,78,0.081
-41,78,0.072
-40,78,0.071
-39,78,0.069
-38,78,0.051
-37,78,0.058
-36,78,0.055
-35,78,0.054
-34,78,0.049
-33,78,0.047
-32,78,0.048
-31,78,0.061
-30,78,0.066
-29,78,0.067
-28,78,0.061
-27,78,0.062
-26,78,0.063
-25,78,0.068
-24,78,0.053
-23,78,0.056
-22,78,0.047
-21,78,0.056
-20,78,0.047
-19,78,0.049
-18,78,0.05
-17,78,0.06
-16,78,0.072
-15,78,0.073
-14,78,0.078
-13,78,0.074
-12,78,0.075
-11,78,0.076
-10,78,0.072
-9,78,0.076
-8,78,0.091
-7,78,0.104
-6,78,0.11
-5,78,0.121
-4,78,0.138
-3,78,0.147
-2,78,0.159
-1,78,0.165
0,78,0.159
1,78,0.165
2,78,0.159
3,78,0.159
4,78,0.165
5,78,0.159
6,78,0.165
7,78,0.159
8,78,0.165
9,78,0.159
10,78,0.165
11,78,0.159
12,78,0.165
13,78,0.159
14,78,0.165
15,78,0.159
16,78,0.165
17,78,0.159
18,78,0.165
19,78,0.159
20,78,0.165
21,78,0.159
22,78,0.165
23,78,0.159
24,78,0.165
25,78,0.159
26,78,0.165
27,78,0.221
28,78,0.177
29,78,0.126
30,78,0.104
31,78,0.085
32,78,0.069
33,78,0.067
34,78,0.066
35,78,0.048
36,78,0.037
37,78,0.028
38,78,0.025
39,78,0.024
40,78,0.022
41,78,0.022
42,78,0.028
43,78,0.036
44,78,0.036
45,78,0.048
46,78,0.055
47,78,0.047
48,78,0.045
49,78,0.043
50,78,0.048
51,78,0.046
52,78,0.047
53,78,0.042
54,78,0.045
55,78,0.044
56,78,0.042
57,78,0.04
58,78,0.035
59,78,0.024
60,78,0.018
61,78,0.015
62,78,0.008
63,78,0.007
64,78,0.002
65,78,0.003
66,78,0.001
67,78,0.003
68,78,0.003
69,78,0.002
70,78,0.004
71,78,0.005
72,78,0.004
73,78,0.001
74,78,0.001
75,78,0.002
76,78,0.004
77,78,0.005
78,78,0.002
79,78,0.004
80,78,0.003
81,78,0.003
82,78,0.002
83,78,0.002
84,78,0.001
85,78,0.001
86,78,0.001
87,78,0
88,78,0.002
89,78,0
90,78,NA
-88,77,NA
-86,77,0.275
-85,77,0.203
-82,77,0.274
-81,77,0.219
-80,77,0.231
-79,77,0.237
-78,77,0.249
-77,77,0.193
-76,77,NA
-75,77,0.273
-74,77,0.279
-73,77,0.266
-72,77,0.28
-71,77,NA
-70,77,0.219
-69,77,0.278
-68,77,0.305
-67,77,0.261
-66,77,0.256
-65,77,0.268
-64,77,0.269
-63,77,0.294
-62,77,0.275
-61,77,0.218
-60,77,0.196
-59,77,0.285
-58,77,0.269
-57,77,0.207
-56,77,0.207
-55,77,0.205
-54,77,0.209
-53,77,0.178
-52,77,0.144
-51,77,0.132
-50,77,0.109
-49,77,0.121
-48,77,0.096
-47,77,0.089
-46,77,0.075
-45,77,0.073
-44,77,0.083
-43,77,0.064
-42,77,0.07
-41,77,0.056
-40,77,0.068
-39,77,0.066
-38,77,0.057
-37,77,0.058
-36,77,0.049
-35,77,0.046
-34,77,0.047
-33,77,0.05
-32,77,0.046
-31,77,0.05
-30,77,0.066
-29,77,0.072
-28,77,0.063
-27,77,0.063
-26,77,0.053
-25,77,0.065
-24,77,0.057
-23,77,0.052
-22,77,0.044
-21,77,0.051
-20,77,0.046
-19,77,0.046
-18,77,0.054
-17,77,0.06
-16,77,0.067
-15,77,0.071
-14,77,0.074
-13,77,0.078
-12,77,0.075
-11,77,0.069
-10,77,0.063
-9,77,0.07
-8,77,0.08
-7,77,0.09
-6,77,0.104
-5,77,0.109
-4,77,0.116
-3,77,0.124
-2,77,0.141
-1,77,0.147
0,77,0.152
1,77,0.162
2,77,0.189
3,77,0.209
4,77,0.234
5,77,0.246
6,77,0.261
7,77,0.28
8,77,0.301
9,77,0.329
10,77,0.332
11,77,0.369
12,77,0.448
13,77,0.542
14,77,0.632
15,77,0.721
16,77,0.824
17,77,0.866
18,77,0.884
19,77,0.895
20,77,0.875
21,77,0.817
22,77,0.752
23,77,0.68
24,77,0.553
25,77,0.466
26,77,0.336
27,77,0.281
28,77,0.223
29,77,0.161
30,77,0.148
31,77,0.098
32,77,0.096
33,77,0.086
34,77,0.084
35,77,0.061
36,77,0.044
37,77,0.037
38,77,0.031
39,77,0.034
40,77,0.027
41,77,0.03
42,77,0.032
43,77,0.037
44,77,0.044
45,77,0.058
46,77,0.069
47,77,0.061
48,77,0.055
49,77,0.053
50,77,0.056
51,77,0.054
52,77,0.057
53,77,0.06
54,77,0.056
55,77,0.052
56,77,0.045
57,77,0.036
58,77,0.035
59,77,0.023
60,77,0.016
61,77,0.014
62,77,0.007
63,77,0.005
64,77,0.004
65,77,0.005
66,77,0.001
67,77,0.003
68,77,0.003
69,77,0.003
70,77,0.004
71,77,0.004
72,77,0.003
73,77,0.001
74,77,0.002
75,77,0.002
76,77,0.003
77,77,0.003
78,77,0.001
79,77,0.003
80,77,0.004
81,77,0.001
82,77,0.002
83,77,0.001
84,77,0.001
85,77,0.002
86,77,0
87,77,0.001
88,77,0.001
89,77,0
-85,76,0.15
-80,76,0.263
-79,76,0.174
-78,76,0.174
-77,76,NA
-76,76,0.23
-75,76,0.245
-74,76,0.287
-73,76,0.228
-72,76,0.244
-71,76,NA
-70,76,0.248
-69,76,0.165
-68,76,0.261
-67,76,0.272
-66,76,0.315
-65,76,0.239
-64,76,0.27
-63,76,0.26
-62,76,0.249
-61,76,0.239
-60,76,0.222
-59,76,0.191
-58,76,0.247
-57,76,0.21
-56,76,0.176
-55,76,0.184
-54,76,0.171
-53,76,0.167
-52,76,0.146
-51,76,0.114
-50,76,0.13
-49,76,0.097
-48,76,0.112
-47,76,0.087
-46,76,0.101
-45,76,0.082
-44,76,0.072
-43,76,0.072
-42,76,0.07
-41,76,0.065
-40,76,0.057
-39,76,0.059
-38,76,0.054
-37,76,0.05
-36,76,0.042
-35,76,0.044
-34,76,0.05
-33,76,0.052
-32,76,0.05
-31,76,0.053
-30,76,0.069
-29,76,0.066
-28,76,0.056
-27,76,0.053
-26,76,0.058
-25,76,0.053
-24,76,0.051
-23,76,0.054
-22,76,0.045
-21,76,0.05
-20,76,0.046
-19,76,0.049
-18,76,0.052
-17,76,0.056
-16,76,0.061
-15,76,0.06
-14,76,0.073
-13,76,0.071
-12,76,0.077
-11,76,0.071
-10,76,0.068
-9,76,0.067
-8,76,0.081
-7,76,0.082
-6,76,0.091
-5,76,0.097
-4,76,0.111
-3,76,0.113
-2,76,0.134
-1,76,0.138
0,76,0.145
1,76,0.155
2,76,0.18
3,76,0.201
4,76,0.219
5,76,0.237
6,76,0.237
7,76,0.274
8,76,0.286
9,76,0.318
10,76,0.336
11,76,0.354
12,76,0.416
13,76,0.5
14,76,0.598
15,76,0.685
16,76,0.794
17,76,0.85
18,76,0.883
19,76,0.891
20,76,0.881
21,76,0.858
22,76,0.802
23,76,0.733
24,76,0.631
25,76,0.542
26,76,0.433
27,76,0.327
28,76,0.285
29,76,0.208
30,76,0.189
31,76,0.129
32,76,0.132
33,76,0.111
34,76,0.104
35,76,0.086
36,76,0.063
37,76,0.057
38,76,0.049
39,76,0.051
40,76,0.048
41,76,0.059
42,76,0.052
43,76,0.054
44,76,0.06
45,76,0.069
46,76,0.082
47,76,0.08
48,76,0.074
49,76,0.074
50,76,0.075
51,76,0.078
52,76,0.074
53,76,0.081
54,76,0.071
55,76,0.052
56,76,0.059
57,76,0.04
58,76,0.036
59,76,0.023
60,76,0.013
61,76,0.013
62,76,0.005
63,76,0.005
64,76,0.002
65,76,0.001
66,76,0.002
67,76,0.003
68,76,0.002
69,76,0.002
70,76,0.004
71,76,0.003
72,76,0.003
73,76,0.002
74,76,0.002
75,76,0.001
76,76,0.002
77,76,0.005
78,76,0.002
79,76,0.003
80,76,0.001
81,76,0.001
82,76,0
83,76,0.001
84,76,0.001
85,76,0.001
86,76,0
87,76,0.001
88,76,0
89,76,0
-87,75,NA
-86,75,NA
-82,75,0.156
-81,75,0.203
-80,75,0.226
-79,75,0.168
-77,75,0.231
-76,75,0.226
-75,75,0.223
-74,75,0.222
-73,75,0.2
-72,75,0.232
-71,75,0.23
-70,75,0.227
-69,75,0.253
-68,75,0.24
-67,75,0.216
-66,75,0.209
-65,75,0.242
-64,75,0.243
-63,75,0.29
-62,75,0.251
-61,75,0.251
-60,75,0.253
-59,75,0.247
-58,75,0.238
-57,75,0.182
-56,75,0.209
-55,75,0.187
-54,75,0.145
-53,75,0.207
-52,75,0.159
-51,75,0.134
-50,75,0.123
-49,75,0.124
-48,75,0.115
-47,75,0.108
-46,75,0.093
-45,75,0.088
-44,75,0.094
-43,75,0.073
-42,75,0.078
-41,75,0.061
-40,75,0.057
-39,75,0.054
-38,75,0.045
-37,75,0.045
-36,75,0.038
-35,75,0.042
-34,75,0.05
-33,75,0.048
-32,75,0.056
-31,75,0.063
-30,75,0.061
-29,75,0.059
-28,75,0.061
-27,75,0.05
-26,75,0.059
-25,75,0.057
-24,75,0.057
-23,75,0.044
-22,75,0.049
-21,75,0.048
-20,75,0.046
-19,75,0.051
-18,75,0.045
-17,75,0.052
-16,75,0.053
-15,75,0.058
-14,75,0.061
-13,75,0.07
-12,75,0.074
-11,75,0.069
-10,75,0.071
-9,75,0.065
-8,75,0.077
-7,75,0.083
-6,75,0.087
-5,75,0.096
-4,75,0.116
-3,75,0.115
-2,75,0.132
-1,75,0.137
0,75,0.142
1,75,0.158
2,75,0.171
3,75,0.185
4,75,0.204
5,75,0.207
6,75,0.225
7,75,0.258
8,75,0.273
9,75,0.308
10,75,0.332
11,75,0.344
12,75,0.385
13,75,0.462
14,75,0.554
15,75,0.665
16,75,0.761
17,75,0.836
18,75,0.869
19,75,0.886
20,75,0.888
21,75,0.865
22,75,0.829
23,75,0.787
24,75,0.717
25,75,0.629
26,75,0.513
27,75,0.41
28,75,0.351
29,75,0.274
30,75,0.244
31,75,0.184
32,75,0.157
33,75,0.142
34,75,0.129
35,75,0.115
36,75,0.101
37,75,0.099
38,75,0.083
39,75,0.086
40,75,0.082
41,75,0.082
42,75,0.092
43,75,0.081
44,75,0.1
45,75,0.095
46,75,0.094
47,75,0.1
48,75,0.097
49,75,0.1
50,75,0.094
51,75,0.093
52,75,0.084
53,75,0.092
54,75,0.083
55,75,0.061
56,75,0.06
57,75,0.04
58,75,0.034
59,75,0.022
60,75,0.011
61,75,0.006
62,75,0.007
63,75,0.004
64,75,0.003
65,75,0.001
66,75,0.002
67,75,0.002
68,75,0.001
69,75,0.002
70,75,0.003
71,75,0.001
72,75,0.003
73,75,0.002
74,75,0.003
75,75,0.001
76,75,0.002
77,75,0.003
78,75,0
79,75,0.002
80,75,0.001
81,75,0.001
82,75,0
83,75,0
84,75,0
85,75,0
86,75,0
87,75,0
88,75,0
89,75,0
-87,74,0.156
-86,74,NA
-85,74,0.203
-84,74,NA
-83,74,NA
-82,74,0.206
-81,74,NA
-80,74,0.156
-79,74,0.219
-78,74,NA
-77,74,0.171
-76,74,0.227
-75,74,0.234
-74,74,0.174
-73,74,0.29
-72,74,0.256
-71,74,0.249
-70,74,0.256
-69,74,0.261
-68,74,0.25
-67,74,0.242
-66,74,0.228
-65,74,0.231
-64,74,0.233
-63,74,0.25
-62,74,0.232
-61,74,0.255
-60,74,0.225
-59,74,0.225
-58,74,0.211
-57,74,0.211
-56,74,0.192
-55,74,0.207
-54,74,0.169
-53,74,0.202
-52,74,0.192
-51,74,0.118
-50,74,0.117
-49,74,0.131
-48,74,0.124
-47,74,0.108
-46,74,0.117
-45,74,0.105
-44,74,0.085
-43,74,0.074
-42,74,0.079
-41,74,0.069
-40,74,0.05
-39,74,0.049
-38,74,0.041
-37,74,0.041
-36,74,0.044
-35,74,0.047
-34,74,0.053
-33,74,0.054
-32,74,0.064
-31,74,0.062
-30,74,0.055
-29,74,0.05
-28,74,0.057
-27,74,0.057
-26,74,0.059
-25,74,0.056
-24,74,0.058
-23,74,0.042
-22,74,0.046
-21,74,0.048
-20,74,0.041
-19,74,0.053
-18,74,0.047
-17,74,0.052
-16,74,0.053
-15,74,0.05
-14,74,0.069
-13,74,0.065
-12,74,0.07
-11,74,0.067
-10,74,0.075
-9,74,0.073
-8,74,0.073
-7,74,0.08
-6,74,0.092
-5,74,0.098
-4,74,0.113
-3,74,0.111
-2,74,0.127
-1,74,0.134
0,74,0.142
1,74,0.156
2,74,0.169
3,74,0.161
4,74,0.197
5,74,0.2
6,74,0.22
7,74,0.226
8,74,0.257
9,74,0.282
10,74,0.313
11,74,0.336
12,74,0.366
13,74,0.427
14,74,0.499
15,74,0.616
16,74,0.718
17,74,0.821
18,74,0.863
19,74,0.88
20,74,0.886
21,74,0.876
22,74,0.856
23,74,0.827
24,74,0.77
25,74,0.708
26,74,0.614
27,74,0.513
28,74,0.425
29,74,0.364
30,74,0.342
31,74,0.269
32,74,0.237
33,74,0.194
34,74,0.175
35,74,0.145
36,74,0.148
37,74,0.149
38,74,0.141
39,74,0.149
40,74,0.135
41,74,0.134
42,74,0.131
43,74,0.12
44,74,0.139
45,74,0.123
46,74,0.109
47,74,0.116
48,74,0.113
49,74,0.104
50,74,0.095
51,74,0.101
52,74,0.078
53,74,0.099
54,74,0.092
55,74,0.073
56,74,0.06
57,74,0.042
58,74,0.036
59,74,0.026
60,74,0.008
61,74,0.01
62,74,0.007
63,74,0.006
64,74,0.004
65,74,0.004
66,74,0.002
67,74,0.001
68,74,0.002
69,74,0.002
70,74,0.005
71,74,0.003
72,74,0.002
73,74,0.002
74,74,0.001
75,74,0.001
76,74,0
77,74,0.002
78,74,0.001
79,74,0.002
80,74,0.002
81,74,0.002
82,74,0
83,74,0
84,74,0
85,74,0
86,74,0
87,74,0
88,74,0
89,74,0
90,74,0
-87,73,0.177
-86,73,0.246
-85,73,0.138
-84,73,0.245
-83,73,NA
-82,73,0.217
-81,73,NA
-78,73,0.215
-77,73,0.221
-75,73,0.228
-74,73,0.248
-73,73,0.253
-72,73,0.234
-71,73,0.246
-70,73,0.241
-69,73,0.25
-68,73,0.243
-67,73,0.237
-66,73,0.25
-65,73,0.254
-64,73,0.235
-63,73,0.235
-62,73,0.221
-61,73,0.229
-60,73,0.243
-59,73,0.22
-58,73,0.247
-57,73,0.189
-56,73,0.187
-55,73,0.186
-54,73,0.184
-53,73,0.157
-52,73,0.188
-51,73,0.168
-50,73,0.126
-49,73,0.118
-48,73,0.122
-47,73,0.107
-46,73,0.097
-45,73,0.102
-44,73,0.1
-43,73,0.078
-42,73,0.083
-41,73,0.077
-40,73,0.067
-39,73,0.045
-38,73,0.048
-37,73,0.04
-36,73,0.051
-35,73,0.055
-34,73,0.056
-33,73,0.058
-32,73,0.061
-31,73,0.053
-30,73,0.053
-29,73,0.044
-28,73,0.051
-27,73,0.055
-26,73,0.055
-25,73,0.056
-24,73,0.056
-23,73,0.042
-22,73,0.042
-21,73,0.046
-20,73,0.045
-19,73,0.048
-18,73,0.043
-17,73,0.054
-16,73,0.049
-15,73,0.048
-14,73,0.062
-13,73,0.059
-12,73,0.069
-11,73,0.069
-10,73,0.082
-9,73,0.067
-8,73,0.074
-7,73,0.085
-6,73,0.102
-5,73,0.096
-4,73,0.101
-3,73,0.109
-2,73,0.119
-1,73,0.122
0,73,0.14
1,73,0.146
2,73,0.161
3,73,0.151
4,73,0.183
5,73,0.198
6,73,0.219
7,73,0.233
8,73,0.257
9,73,0.282
10,73,0.293
11,73,0.328
12,73,0.358
13,73,0.4
14,73,0.467
15,73,0.577
16,73,0.684
17,73,0.774
18,73,0.852
19,73,0.879
20,73,0.884
21,73,0.88
22,73,0.87
23,73,0.846
24,73,0.826
25,73,0.767
26,73,0.678
27,73,0.615
28,73,0.512
29,73,0.478
30,73,0.424
31,73,0.372
32,73,0.308
33,73,0.256
34,73,0.228
35,73,0.225
36,73,0.214
37,73,0.211
38,73,0.214
39,73,0.195
40,73,0.21
41,73,0.19
42,73,0.182
43,73,0.174
44,73,0.17
45,73,0.159
46,73,0.141
47,73,0.14
48,73,0.131
49,73,0.127
50,73,0.103
51,73,0.101
52,73,0.091
53,73,0.104
54,73,0.086
55,73,0.082
56,73,0.051
57,73,0.041
58,73,0.03
59,73,0.022
60,73,0.01
61,73,0.013
62,73,0.006
63,73,0.003
64,73,0.004
65,73,0.003
66,73,0.002
67,73,0.001
68,73,0.001
69,73,0.002
70,73,0.002
71,73,0.004
72,73,0.003
73,73,0.001
74,73,0.001
75,73,0.001
76,73,0.002
77,73,0.001
78,73,0
79,73,0.001
80,73,0
81,73,0.001
82,73,0
83,73,0
84,73,0
85,73,0
86,73,0
87,73,0
88,73,0
89,73,0
-85,72,NA
-84,72,0.144
-83,72,NA
-82,72,NA
-81,72,0.168
-79,72,0.19
-78,72,0.156
-77,72,0.207
-76,72,0.244
-75,72,0.24
-74,72,NA
-73,72,0.209
-72,72,0.238
-71,72,0.268
-70,72,0.265
-69,72,0.255
-68,72,0.292
-67,72,0.265
-66,72,0.261
-65,72,0.258
-64,72,0.261
-63,72,0.249
-62,72,0.262
-61,72,0.224
-60,72,0.257
-59,72,0.232
-58,72,0.212
-57,72,0.178
-56,72,0.18
-55,72,0.165
-54,72,0.178
-53,72,0.159
-52,72,0.17
-51,72,0.148
-50,72,0.143
-49,72,0.137
-48,72,0.124
-47,72,0.12
-46,72,0.109
-45,72,0.099
-44,72,0.094
-43,72,0.094
-42,72,0.09
-41,72,0.085
-40,72,0.071
-39,72,0.056
-38,72,0.051
-37,72,0.048
-36,72,0.053
-35,72,0.06
-34,72,0.055
-33,72,0.054
-32,72,0.06
-31,72,0.046
-30,72,0.048
-29,72,0.046
-28,72,0.048
-27,72,0.047
-26,72,0.049
-25,72,0.053
-24,72,0.045
-23,72,0.04
-22,72,0.047
-21,72,0.052
-20,72,0.049
-19,72,0.053
-18,72,0.043
-17,72,0.048
-16,72,0.052
-15,72,0.057
-14,72,0.06
-13,72,0.058
-12,72,0.064
-11,72,0.072
-10,72,0.086
-9,72,0.086
-8,72,0.089
-7,72,0.09
-6,72,0.096
-5,72,0.094
-4,72,0.098
-3,72,0.096
-2,72,0.112
-1,72,0.122
0,72,0.135
1,72,0.139
2,72,0.16
3,72,0.157
4,72,0.172
5,72,0.197
6,72,0.214
7,72,0.234
8,72,0.247
9,72,0.278
10,72,0.273
11,72,0.313
12,72,0.335
13,72,0.382
14,72,0.444
15,72,0.534
16,72,0.63
17,72,0.752
18,72,0.826
19,72,0.868
20,72,0.885
21,72,0.885
22,72,0.88
23,72,0.864
24,72,0.85
25,72,0.818
26,72,0.765
27,72,0.708
28,72,0.621
29,72,0.549
30,72,0.506
31,72,0.458
32,72,0.406
33,72,0.347
34,72,0.323
35,72,0.303
36,72,0.281
37,72,0.264
38,72,0.282
39,72,0.277
40,72,0.252
41,72,0.226
42,72,0.226
43,72,0.221
44,72,0.215
45,72,0.204
46,72,0.164
47,72,0.157
48,72,0.151
49,72,0.144
50,72,0.126
51,72,0.12
52,72,0.104
53,72,0.094
54,72,0.083
55,72,0.078
56,72,0.059
57,72,0.037
58,72,0.028
59,72,0.023
60,72,0.008
61,72,0.011
62,72,0.009
63,72,0.004
64,72,0.005
65,72,0.004
66,72,0.002
67,72,0.001
68,72,0
69,72,0.002
70,72,0.003
71,72,0.002
72,72,0.002
73,72,0.001
74,72,0.002
75,72,0.002
76,72,0.001
77,72,0.001
78,72,0.001
79,72,0.001
80,72,0.002
81,72,0.004
82,72,0
83,72,0
84,72,0
85,72,0
86,72,0
87,72,0
88,72,0
89,72,0
90,72,NA
-87,71,0.24
-83,71,0.216
-82,71,NA
-79,71,0.27
-78,71,0.264
-77,71,0.23
-76,71,0.156
-75,71,0.219
-74,71,0.194
-73,71,0.226
-72,71,0.201
-71,71,0.282
-70,71,0.247
-69,71,0.249
-68,71,0.216
-67,71,0.224
-66,71,0.232
-65,71,0.239
-64,71,0.213
-63,71,0.225
-62,71,0.221
-61,71,0.213
-60,71,0.237
-59,71,0.205
-58,71,0.196
-57,71,0.193
-56,71,0.197
-55,71,0.19
-54,71,0.179
-53,71,0.18
-52,71,0.186
-51,71,0.123
-50,71,0.125
-49,71,0.128
-48,71,0.14
-47,71,0.126
-46,71,0.114
-45,71,0.114
-44,71,0.112
-43,71,0.101
-42,71,0.097
-41,71,0.084
-40,71,0.074
-39,71,0.061
-38,71,0.055
-37,71,0.059
-36,71,0.063
-35,71,0.063
-34,71,0.055
-33,71,0.054
-32,71,0.053
-31,71,0.043
-30,71,0.041
-29,71,0.037
-28,71,0.043
-27,71,0.045
-26,71,0.052
-25,71,0.049
-24,71,0.043
-23,71,0.043
-22,71,0.043
-21,71,0.063
-20,71,0.054
-19,71,0.047
-18,71,0.048
-17,71,0.051
-16,71,0.06
-15,71,0.062
-14,71,0.054
-13,71,0.05
-12,71,0.059
-11,71,0.071
-10,71,0.077
-9,71,0.082
-8,71,0.086
-7,71,0.088
-6,71,0.096
-5,71,0.089
-4,71,0.095
-3,71,0.088
-2,71,0.101
-1,71,0.112
0,71,0.127
1,71,0.133
2,71,0.149
3,71,0.158
4,71,0.171
5,71,0.189
6,71,0.219
7,71,0.241
8,71,0.245
9,71,0.266
10,71,0.265
11,71,0.293
12,71,0.328
13,71,0.377
14,71,0.42
15,71,0.495
16,71,0.593
17,71,0.709
18,71,0.802
19,71,0.859
20,71,0.864
21,71,0.881
22,71,0.885
23,71,0.874
24,71,0.872
25,71,0.844
26,71,0.831
27,71,0.782
28,71,0.697
29,71,0.652
30,71,0.636
31,71,0.578
32,71,0.52
33,71,0.453
34,71,0.408
35,71,0.386
36,71,0.368
37,71,0.34
38,71,0.347
39,71,0.328
40,71,0.312
41,71,0.296
42,71,0.289
43,71,0.285
44,71,0.248
45,71,0.208
46,71,0.192
47,71,0.179
48,71,0.167
49,71,0.152
50,71,0.157
51,71,0.132
52,71,0.11
53,71,0.097
54,71,0.085
55,71,0.074
56,71,0.051
57,71,0.033
58,71,0.025
59,71,0.021
60,71,0.01
61,71,0.013
62,71,0.01
63,71,0.007
64,71,0.004
65,71,0.003
66,71,0.004
67,71,0
68,71,0
69,71,0.001
70,71,0.002
71,71,0.003
72,71,0.002
73,71,0.001
74,71,0.002
75,71,0.003
76,71,0.003
77,71,0.001
78,71,0.002
79,71,0.002
80,71,0.001
81,71,0.002
82,71,0.001
83,71,0
84,71,0.001
85,71,0.001
86,71,0
87,71,0
88,71,0
89,71,0
90,71,0
-89,70,NA
-86,70,0.198
-85,70,0.144
-83,70,0.198
-82,70,0.216
-81,70,0.252
-80,70,0.165
-79,70,0.205
-78,70,0.223
-77,70,0.184
-76,70,0.22
-75,70,0.209
-74,70,0.168
-73,70,0.256
-72,70,NA
-71,70,NA
-70,70,0.211
-69,70,0.192
-68,70,0.253
-67,70,0.228
-66,70,0.237
-65,70,0.28
-64,70,0.235
-63,70,0.231
-62,70,0.23
-61,70,0.233
-60,70,0.245
-59,70,0.216
-58,70,0.213
-57,70,0.209
-56,70,0.202
-55,70,0.176
-54,70,0.176
-53,70,0.165
-52,70,0.135
-51,70,0.133
-50,70,0.138
-49,70,0.128
-48,70,0.132
-47,70,0.137
-46,70,0.128
-45,70,0.111
-44,70,0.115
-43,70,0.108
-42,70,0.097
-41,70,0.093
-40,70,0.079
-39,70,0.059
-38,70,0.06
-37,70,0.063
-36,70,0.063
-35,70,0.068
-34,70,0.062
-33,70,0.053
-32,70,0.041
-31,70,0.039
-30,70,0.037
-29,70,0.032
-28,70,0.037
-27,70,0.045
-26,70,0.05
-25,70,0.049
-24,70,0.054
-23,70,0.045
-22,70,0.043
-21,70,0.05
-20,70,0.053
-19,70,0.049
-18,70,0.048
-17,70,0.056
-16,70,0.068
-15,70,0.059
-14,70,0.059
-13,70,0.051
-12,70,0.05
-11,70,0.062
-10,70,0.07
-9,70,0.076
-8,70,0.081
-7,70,0.086
-6,70,0.082
-5,70,0.079
-4,70,0.084
-3,70,0.085
-2,70,0.099
-1,70,0.103
0,70,0.109
1,70,0.133
2,70,0.146
3,70,0.161
4,70,0.171
5,70,0.174
6,70,0.204
7,70,0.22
8,70,0.242
9,70,0.255
10,70,0.269
11,70,0.283
12,70,0.326
13,70,0.368
14,70,0.403
15,70,0.462
16,70,0.551
17,70,0.654
18,70,0.768
19,70,0.836
20,70,0.838
21,70,0.865
22,70,0.88
23,70,0.885
24,70,0.885
25,70,0.876
26,70,0.853
27,70,0.815
28,70,0.782
29,70,0.753
30,70,0.708
31,70,0.676
32,70,0.618
33,70,0.561
34,70,0.503
35,70,0.475
36,70,0.465
37,70,0.438
38,70,0.398
39,70,0.396
40,70,0.382
41,70,0.367
42,70,0.362
43,70,0.316
44,70,0.288
45,70,0.249
46,70,0.222
47,70,0.196
48,70,0.173
49,70,0.15
50,70,0.162
51,70,0.135
52,70,0.113
53,70,0.099
54,70,0.09
55,70,0.06
56,70,0.037
57,70,0.029
58,70,0.023
59,70,0.014
60,70,0.013
61,70,0.012
62,70,0.011
63,70,0.006
64,70,0.004
65,70,0.003
66,70,0.002
67,70,0.001
68,70,0
69,70,0.002
70,70,0.001
71,70,0.001
72,70,0.001
73,70,0.004
74,70,0.001
75,70,0.001
76,70,0.003
77,70,0.004
78,70,0.002
79,70,0.003
80,70,0.001
81,70,0.002
82,70,0.001
83,70,0
84,70,0.001
85,70,0.001
86,70,0.002
87,70,0
88,70,0.001
89,70,0
-85,69,0.157
-82,69,NA
-81,69,0.216
-80,69,NA
-79,69,0.2
-78,69,0.224
-77,69,0.209
-76,69,0.174
-75,69,0.225
-74,69,0.209
-73,69,0.249
-72,69,0.171
-71,69,0.23
-70,69,0.261
-69,69,0.241
-68,69,0.215
-67,69,0.216
-66,69,0.242
-65,69,0.243
-64,69,0.229
-63,69,0.223
-62,69,0.235
-61,69,0.227
-60,69,0.246
-59,69,0.232
-58,69,0.191
-57,69,0.185
-56,69,0.187
-55,69,0.188
-54,69,0.196
-53,69,0.158
-52,69,0.158
-51,69,0.147
-50,69,0.132
-49,69,0.14
-48,69,0.11
-47,69,0.137
-46,69,0.128
-45,69,0.112
-44,69,0.109
-43,69,0.093
-42,69,0.106
-41,69,0.085
-40,69,0.079
-39,69,0.067
-38,69,0.072
-37,69,0.077
-36,69,0.069
-35,69,0.07
-34,69,0.058
-33,69,0.055
-32,69,0.036
