launch_angle,launch_speed,av_xwOBAcon
34,89,0.058
35,89,0.058
36,89,0.051
37,89,0.044
38,89,0.028
39,89,0.018
40,89,0.017
41,89,0.01
42,89,0.005
43,89,0.012
44,89,0.004
45,89,0.007
46,89,0.01
47,89,0.01
48,89,0.005
49,89,0.007
50,89,0.009
51,89,0.011
52,89,0.011
53,89,0.01
54,89,0.008
55,89,0.01
56,89,0.007
57,89,0.013
58,89,0.014
59,89,0.014
60,89,0.018
61,89,0.021
62,89,0.022
63,89,0.024
64,89,0.016
65,89,0.014
66,89,0.011
67,89,0.012
68,89,0.015
69,89,0.01
70,89,0.003
71,89,0.005
72,89,0.007
73,89,0.005
74,89,0.008
75,89,0.009
76,89,0.011
77,89,0.008
78,89,0.004
79,89,0.007
80,89,0.004
81,89,0.003
82,89,0.003
83,89,0.003
84,89,0.001
85,89,0.005
86,89,0.006
87,89,0
88,89,NA
89,89,0.007
-76,88,NA
-73,88,0.305
-70,88,0.312
-69,88,NA
-66,88,0.297
-64,88,0.276
-63,88,0.294
-62,88,0.28
-61,88,0.298
-60,88,0.223
-59,88,0.243
-58,88,0.241
-57,88,0.25
-56,88,0.165
-55,88,0.202
-54,88,0.176
-53,88,0.197
-52,88,0.137
-51,88,0.158
-50,88,0.111
-49,88,0.113
-48,88,0.106
-47,88,0.099
-46,88,0.086
-45,88,0.078
-44,88,0.096
-43,88,0.093
-42,88,0.078
-41,88,0.081
-40,88,0.06
-39,88,0.06
-38,88,0.059
-37,88,0.055
-36,88,0.056
-35,88,0.064
-34,88,0.06
-33,88,0.073
-32,88,0.074
-31,88,0.067
-30,88,0.059
-29,88,0.068
-28,88,0.064
-27,88,0.073
-26,88,0.078
-25,88,0.088
-24,88,0.104
-23,88,0.116
-22,88,0.119
-21,88,0.119
-20,88,0.11
-19,88,0.105
-18,88,0.12
-17,88,0.136
-16,88,0.126
-15,88,0.117
-14,88,0.123
-13,88,0.134
-12,88,0.127
-11,88,0.141
-10,88,0.14
-9,88,0.142
-8,88,0.157
-7,88,0.181
-6,88,0.21
-5,88,0.228
-4,88,0.218
-3,88,0.225
-2,88,0.245
-1,88,0.271
0,88,0.302
1,88,0.339
2,88,0.347
3,88,0.366
4,88,0.403
5,88,0.424
6,88,0.446
7,88,0.465
8,88,0.484
9,88,0.525
10,88,0.59
11,88,0.675
12,88,0.791
13,88,0.87
14,88,0.892
15,88,0.877
16,88,0.829
17,88,0.739
18,88,0.602
19,88,0.498
20,88,0.354
21,88,0.297
22,88,0.265
23,88,0.193
24,88,0.142
25,88,0.134
26,88,0.125
27,88,0.103
28,88,0.089
29,88,0.103
30,88,0.096
31,88,0.083
32,88,0.069
33,88,0.056
34,88,0.046
35,88,0.04
36,88,0.035
37,88,0.033
38,88,0.024
39,88,0.018
40,88,0.014
41,88,0.008
42,88,0.008
43,88,0.011
44,88,0.008
45,88,0.006
46,88,0.006
47,88,0.007
48,88,0.005
49,88,0.008
50,88,0.01
51,88,0.009
52,88,0.011
53,88,0.011
54,88,0.007
55,88,0.014
56,88,0.011
57,88,0.016
58,88,0.014
59,88,0.017
60,88,0.02
61,88,0.024
62,88,0.021
63,88,0.021
64,88,0.018
65,88,0.014
66,88,0.012
67,88,0.014
68,88,0.006
69,88,0.004
70,88,0.004
71,88,0.003
72,88,0.005
73,88,0.004
74,88,0.008
75,88,0.01
76,88,0.009
77,88,0.006
78,88,0.006
79,88,0.006
80,88,0.005
81,88,0.003
82,88,0.004
83,88,0.004
84,88,0.004
85,88,0.005
86,88,0.002
87,88,0.008
88,88,NA
89,88,0.003
-80,87,NA
-77,87,NA
-74,87,0.126
-73,87,NA
-72,87,NA
-70,87,NA
-69,87,NA
-68,87,0.301
-66,87,0.312
-65,87,0.309
-64,87,0.264
-62,87,0.201
-61,87,0.274
-60,87,0.262
-59,87,NA
-58,87,NA
-57,87,0.239
-56,87,0.234
-55,87,0.21
-54,87,0.199
-53,87,0.201
-52,87,0.143
-51,87,0.128
-50,87,0.128
-49,87,0.097
-48,87,0.123
-47,87,0.091
-46,87,0.086
-45,87,0.084
-44,87,0.091
-43,87,0.082
-42,87,0.074
-41,87,0.069
-40,87,0.061
-39,87,0.057
-38,87,0.058
-37,87,0.053
-36,87,0.058
-35,87,0.059
-34,87,0.057
-33,87,0.066
-32,87,0.069
-31,87,0.065
-30,87,0.061
-29,87,0.066
-28,87,0.055
-27,87,0.069
-26,87,0.078
-25,87,0.089
-24,87,0.092
-23,87,0.103
-22,87,0.111
-21,87,0.102
-20,87,0.116
-19,87,0.102
-18,87,0.114
-17,87,0.116
-16,87,0.125
-15,87,0.113
-14,87,0.125
-13,87,0.122
-12,87,0.129
-11,87,0.128
-10,87,0.126
-9,87,0.132
-8,87,0.148
-7,87,0.162
-6,87,0.187
-5,87,0.196
-4,87,0.207
-3,87,0.209
-2,87,0.234
-1,87,0.268
0,87,0.297
1,87,0.321
2,87,0.337
3,87,0.353
4,87,0.378
5,87,0.397
6,87,0.441
7,87,0.469
8,87,0.467
9,87,0.511
10,87,0.571
11,87,0.662
12,87,0.773
13,87,0.849
14,87,0.892
15,87,0.899
16,87,0.859
17,87,0.777
18,87,0.656
19,87,0.525
20,87,0.394
21,87,0.333
22,87,0.263
23,87,0.204
24,87,0.16
25,87,0.131
26,87,0.104
27,87,0.091
28,87,0.088
29,87,0.073
30,87,0.085
31,87,0.059
32,87,0.056
33,87,0.037
34,87,0.034
35,87,0.026
36,87,0.022
37,87,0.02
38,87,0.02
39,87,0.015
40,87,0.012
41,87,0.008
42,87,0.008
43,87,0.012
44,87,0.011
45,87,0.008
46,87,0.008
47,87,0.005
48,87,0.008
49,87,0.008
50,87,0.007
51,87,0.009
52,87,0.012
53,87,0.016
54,87,0.009
55,87,0.014
56,87,0.015
57,87,0.019
58,87,0.017
59,87,0.025
60,87,0.022
61,87,0.024
62,87,0.021
63,87,0.025
64,87,0.017
65,87,0.012
66,87,0.011
67,87,0.007
68,87,0.006
69,87,0.004
70,87,0.005
71,87,0.003
72,87,0.003
73,87,0.005
74,87,0.008
75,87,0.005
76,87,0.006
77,87,0.007
78,87,0.007
79,87,0.01
80,87,0.005
81,87,0.004
82,87,0.003
83,87,0.002
84,87,0.002
85,87,0.005
86,87,0.003
87,87,0.004
88,87,NA
89,87,NA
-87,86,NA
-83,86,NA
-81,86,NA
-76,86,NA
-75,86,NA
-73,86,0.287
-69,86,NA
-68,86,NA
-67,86,0.231
-64,86,NA
-63,86,0.31
-62,86,0.299
-61,86,0.31
-60,86,0.263
-59,86,0.244
-58,86,0.255
-57,86,0.269
-56,86,0.237
-55,86,0.221
-54,86,0.207
-53,86,0.201
-52,86,0.156
-51,86,0.143
-50,86,0.12
-49,86,0.114
-48,86,0.099
-47,86,0.103
-46,86,0.084
-45,86,0.089
-44,86,0.103
-43,86,0.074
-42,86,0.088
-41,86,0.069
-40,86,0.068
-39,86,0.056
-38,86,0.062
-37,86,0.058
-36,86,0.051
-35,86,0.054
-34,86,0.058
-33,86,0.064
-32,86,0.063
-31,86,0.063
-30,86,0.055
-29,86,0.051
-28,86,0.059
-27,86,0.07
-26,86,0.08
-25,86,0.083
-24,86,0.079
-23,86,0.093
-22,86,0.089
-21,86,0.1
-20,86,0.101
-19,86,0.11
-18,86,0.088
-17,86,0.106
-16,86,0.118
-15,86,0.116
-14,86,0.105
-13,86,0.105
-12,86,0.13
-11,86,0.117
-10,86,0.116
-9,86,0.128
-8,86,0.146
-7,86,0.154
-6,86,0.158
-5,86,0.18
-4,86,0.202
-3,86,0.208
-2,86,0.233
-1,86,0.244
0,86,0.278
1,86,0.306
2,86,0.332
3,86,0.328
4,86,0.348
5,86,0.384
6,86,0.424
7,86,0.448
8,86,0.433
9,86,0.474
10,86,0.548
11,86,0.629
12,86,0.734
13,86,0.832
14,86,0.873
15,86,0.901
16,86,0.87
17,86,0.825
18,86,0.707
19,86,0.584
20,86,0.444
21,86,0.355
22,86,0.273
23,86,0.197
24,86,0.174
25,86,0.142
26,86,0.111
27,86,0.08
28,86,0.079
29,86,0.052
30,86,0.059
31,86,0.044
32,86,0.04
33,86,0.027
34,86,0.022
35,86,0.019
36,86,0.016
37,86,0.017
38,86,0.016
39,86,0.009
40,86,0.01
41,86,0.006
42,86,0.005
43,86,0.009
44,86,0.009
45,86,0.009
46,86,0.009
47,86,0.01
48,86,0.009
49,86,0.011
50,86,0.007
51,86,0.012
52,86,0.018
53,86,0.022
54,86,0.017
55,86,0.013
56,86,0.019
57,86,0.016
58,86,0.018
59,86,0.017
60,86,0.018
61,86,0.023
62,86,0.021
63,86,0.02
64,86,0.014
65,86,0.009
66,86,0.007
67,86,0.007
68,86,0.005
69,86,0.003
70,86,0.006
71,86,0.003
72,86,0.003
73,86,0.007
74,86,0.004
75,86,0.005
76,86,0.004
77,86,0.007
78,86,0.008
79,86,0.005
80,86,0.006
81,86,0.005
82,86,0.004
83,86,0.003
84,86,0.003
85,86,0.003
86,86,0.002
87,86,0.003
88,86,NA
89,86,NA
90,86,NA
-82,85,NA
-79,85,NA
-76,85,0.272
-75,85,0.234
-71,85,0.255
-69,85,0.295
-68,85,NA
-67,85,0.224
-66,85,0.208
-65,85,0.28
-64,85,0.323
-63,85,0.239
-62,85,0.278
-61,85,0.297
-60,85,0.215
-59,85,0.3
-58,85,0.264
-57,85,0.212
-56,85,0.174
-55,85,0.224
-54,85,0.132
-53,85,0.197
-52,85,0.147
-51,85,0.145
-50,85,0.107
-49,85,0.108
-48,85,0.113
-47,85,0.096
-46,85,0.087
-45,85,0.079
-44,85,0.084
-43,85,0.083
-42,85,0.077
-41,85,0.068
-40,85,0.06
-39,85,0.06
-38,85,0.058
-37,85,0.058
-36,85,0.047
-35,85,0.05
-34,85,0.053
-33,85,0.065
-32,85,0.06
-31,85,0.057
-30,85,0.057
-29,85,0.051
-28,85,0.065
-27,85,0.071
-26,85,0.078
-25,85,0.086
-24,85,0.071
-23,85,0.083
-22,85,0.074
-21,85,0.086
-20,85,0.093
-19,85,0.105
-18,85,0.083
-17,85,0.094
-16,85,0.098
-15,85,0.109
-14,85,0.098
-13,85,0.099
-12,85,0.115
-11,85,0.106
-10,85,0.117
-9,85,0.136
-8,85,0.141
-7,85,0.152
-6,85,0.144
-5,85,0.156
-4,85,0.193
-3,85,0.208
-2,85,0.217
-1,85,0.228
0,85,0.255
1,85,0.29
2,85,0.316
3,85,0.317
4,85,0.35
5,85,0.383
6,85,0.405
7,85,0.438
8,85,0.419
9,85,0.463
10,85,0.524
11,85,0.592
12,85,0.699
13,85,0.814
14,85,0.86
15,85,0.895
16,85,0.877
17,85,0.833
18,85,0.753
19,85,0.641
20,85,0.494
21,85,0.388
22,85,0.285
23,85,0.215
24,85,0.176
25,85,0.164
26,85,0.115
27,85,0.083
28,85,0.066
29,85,0.046
30,85,0.055
31,85,0.045
32,85,0.032
33,85,0.023
34,85,0.016
35,85,0.018
36,85,0.019
37,85,0.018
38,85,0.018
39,85,0.014
40,85,0.008
41,85,0.005
42,85,0.007
43,85,0.007
44,85,0.009
45,85,0.007
46,85,0.011
47,85,0.012
48,85,0.012
49,85,0.009
50,85,0.01
51,85,0.013
52,85,0.021
53,85,0.023
54,85,0.023
55,85,0.023
56,85,0.017
57,85,0.016
58,85,0.017
59,85,0.018
60,85,0.014
61,85,0.013
62,85,0.017
63,85,0.013
64,85,0.017
65,85,0.01
66,85,0.008
67,85,0.008
68,85,0.002
69,85,0.002
70,85,0.001
71,85,0.002
72,85,0.002
73,85,0.003
74,85,0.003
75,85,0.007
76,85,0.004
77,85,0.006
78,85,0.006
79,85,0.006
80,85,0.004
81,85,0.004
82,85,0.002
83,85,0.003
84,85,0.003
85,85,0.002
86,85,0.003
87,85,0.002
88,85,0.002
89,85,NA
90,85,NA
-79,84,0.144
-75,84,0.235
-71,84,0.309
-70,84,NA
-69,84,0.231
-68,84,0.222
-67,84,NA
-65,84,0.284
-64,84,NA
-63,84,0.198
-62,84,0.324
-61,84,0.23
-60,84,0.291
-59,84,0.274
-58,84,0.272
-57,84,0.222
-56,84,0.228
-55,84,0.181
-54,84,0.172
-53,84,NA
-52,84,0.126
-51,84,0.15
-50,84,0.13
-49,84,0.107
-48,84,0.098
-47,84,0.092
-46,84,0.1
-45,84,0.08
-44,84,0.08
-43,84,0.073
-42,84,0.076
-41,84,0.078
-40,84,0.082
-39,84,0.069
-38,84,0.059
-37,84,0.054
-36,84,0.052
-35,84,0.044
-34,84,0.046
-33,84,0.055
-32,84,0.054
-31,84,0.047
-30,84,0.057
-29,84,0.063
-28,84,0.069
-27,84,0.073
-26,84,0.079
-25,84,0.08
-24,84,0.078
-23,84,0.078
-22,84,0.058
-21,84,0.071
-20,84,0.082
-19,84,0.086
-18,84,0.07
-17,84,0.074
-16,84,0.091
-15,84,0.102
-14,84,0.107
-13,84,0.099
-12,84,0.11
-11,84,0.113
-10,84,0.124
-9,84,0.136
-8,84,0.123
-7,84,0.134
-6,84,0.136
-5,84,0.14
-4,84,0.179
-3,84,0.197
-2,84,0.199
-1,84,0.232
0,84,0.244
1,84,0.272
2,84,0.303
3,84,0.303
4,84,0.352
5,84,0.374
6,84,0.408
7,84,0.427
8,84,0.419
9,84,0.452
10,84,0.505
11,84,0.547
12,84,0.667
13,84,0.789
14,84,0.856
15,84,0.89
16,84,0.881
17,84,0.849
18,84,0.805
19,84,0.686
20,84,0.563
21,84,0.437
22,84,0.342
23,84,0.262
24,84,0.193
25,84,0.164
26,84,0.125
27,84,0.076
28,84,0.061
29,84,0.053
30,84,0.064
31,84,0.043
32,84,0.033
33,84,0.022
34,84,0.013
35,84,0.017
36,84,0.017
37,84,0.02
38,84,0.018
39,84,0.018
40,84,0.011
41,84,0.008
42,84,0.008
43,84,0.007
44,84,0.009
45,84,0.009
46,84,0.01
47,84,0.011
48,84,0.014
49,84,0.009
50,84,0.017
51,84,0.016
52,84,0.02
53,84,0.022
54,84,0.027
55,84,0.024
56,84,0.018
57,84,0.02
58,84,0.02
59,84,0.018
60,84,0.011
61,84,0.011
62,84,0.016
63,84,0.014
64,84,0.013
65,84,0.012
66,84,0.006
67,84,0.005
68,84,0.002
69,84,0.002
70,84,0.001
71,84,0.002
72,84,0.002
73,84,0.001
74,84,0.003
75,84,0.004
76,84,0.005
77,84,0.006
78,84,0.007
79,84,0.007
80,84,0.004
81,84,0.004
82,84,0.005
83,84,0.002
84,84,0.005
85,84,0.002
86,84,0.003
87,84,0.002
88,84,0
89,84,0.003
90,84,NA
-89,83,0.26
-83,83,0.253
-79,83,0.204
-78,83,NA
-76,83,0.242
-74,83,NA
-71,83,0.204
-69,83,0.311
-68,83,0.331
-67,83,NA
-66,83,0.344
-65,83,0.302
-64,83,0.17
-63,83,0.15
-62,83,NA
-61,83,0.278
-60,83,0.307
-59,83,NA
-58,83,0.232
-57,83,0.259
-56,83,0.212
-55,83,0.207
-54,83,0.21
-53,83,0.155
-52,83,0.135
-51,83,0.151
-50,83,0.133
-49,83,0.124
-48,83,0.104
-47,83,0.087
-46,83,0.09
-45,83,0.071
-44,83,0.071
-43,83,0.085
-42,83,0.071
-41,83,0.075
-40,83,0.078
-39,83,0.079
-38,83,0.071
-37,83,0.065
-36,83,0.053
-35,83,0.053
-34,83,0.043
-33,83,0.046
-32,83,0.052
-31,83,0.045
-30,83,0.054
-29,83,0.061
-28,83,0.059
-27,83,0.067
-26,83,0.074
-25,83,0.075
-24,83,0.072
-23,83,0.076
-22,83,0.069
-21,83,0.069
-20,83,0.066
-19,83,0.071
-18,83,0.064
-17,83,0.074
-16,83,0.09
-15,83,0.094
-14,83,0.109
-13,83,0.102
-12,83,0.101
-11,83,0.106
-10,83,0.117
-9,83,0.131
-8,83,0.117
-7,83,0.136
-6,83,0.129
-5,83,0.133
-4,83,0.154
-3,83,0.172
-2,83,0.174
-1,83,0.203
0,83,0.224
1,83,0.25
2,83,0.272
3,83,0.289
4,83,0.335
5,83,0.364
6,83,0.386
7,83,0.412
8,83,0.412
9,83,0.453
10,83,0.481
11,83,0.531
12,83,0.638
13,83,0.762
14,83,0.836
15,83,0.891
16,83,0.889
17,83,0.87
18,83,0.836
19,83,0.761
20,83,0.645
21,83,0.504
22,83,0.414
23,83,0.29
24,83,0.215
25,83,0.178
26,83,0.131
27,83,0.09
28,83,0.068
29,83,0.076
30,83,0.065
31,83,0.042
32,83,0.032
33,83,0.026
34,83,0.02
35,83,0.021
36,83,0.019
37,83,0.019
38,83,0.016
39,83,0.02
40,83,0.016
41,83,0.012
42,83,0.009
43,83,0.007
44,83,0.008
45,83,0.007
46,83,0.016
47,83,0.015
48,83,0.012
49,83,0.009
50,83,0.019
51,83,0.02
52,83,0.024
53,83,0.024
54,83,0.028
55,83,0.022
56,83,0.022
57,83,0.023
58,83,0.023
59,83,0.017
60,83,0.015
61,83,0.017
62,83,0.014
63,83,0.017
64,83,0.009
65,83,0.005
66,83,0.004
67,83,0.003
68,83,0.003
69,83,0.003
70,83,0.002
71,83,0.002
72,83,0
73,83,0.001
74,83,0.003
75,83,0.003
76,83,0.005
77,83,0.007
78,83,0.006
79,83,0.006
80,83,0.005
81,83,0.004
82,83,0.006
83,83,0.002
84,83,0.002
85,83,0.002
86,83,0
87,83,0.002
88,83,NA
89,83,NA
-89,82,0.156
-84,82,0.186
-82,82,NA
-77,82,0.271
-73,82,NA
-72,82,0.222
-71,82,0.279
-70,82,NA
-69,82,0.239
-68,82,0.272
-67,82,NA
-66,82,0.12
-65,82,0.248
-64,82,0.316
-63,82,0.276
-62,82,0.179
-61,82,0.158
-60,82,0.247
-59,82,0.213
-58,82,0.243
-57,82,0.268
-56,82,0.244
-55,82,0.214
-54,82,0.207
-53,82,0.164
-52,82,0.149
-51,82,0.133
-50,82,0.129
-49,82,0.098
-48,82,0.103
-47,82,0.082
-46,82,0.078
-45,82,0.075
-44,82,0.071
-43,82,0.079
-42,82,0.07
-41,82,0.078
-40,82,0.078
-39,82,0.082
-38,82,0.067
-37,82,0.067
-36,82,0.059
-35,82,0.057
-34,82,0.048
-33,82,0.049
-32,82,0.048
-31,82,0.053
-30,82,0.048
-29,82,0.05
-28,82,0.054
-27,82,0.055
-26,82,0.059
-25,82,0.062
-24,82,0.066
-23,82,0.07
-22,82,0.073
-21,82,0.074
-20,82,0.068
-19,82,0.065
-18,82,0.062
-17,82,0.083
-16,82,0.087
-15,82,0.095
-14,82,0.103
-13,82,0.099
-12,82,0.085
-11,82,0.084
-10,82,0.096
-9,82,0.133
-8,82,0.121
-7,82,0.146
-6,82,0.118
-5,82,0.129
-4,82,0.132
-3,82,0.153
-2,82,0.162
-1,82,0.188
0,82,0.216
1,82,0.227
2,82,0.27
3,82,0.283
4,82,0.312
5,82,0.342
6,82,0.346
7,82,0.385
8,82,0.383
9,82,0.421
10,82,0.471
11,82,0.515
12,82,0.597
13,82,0.722
14,82,0.802
15,82,0.875
16,82,0.894
17,82,0.895
18,82,0.858
19,82,0.801
20,82,0.682
21,82,0.597
22,82,0.446
23,82,0.344
24,82,0.244
25,82,0.209
26,82,0.154
27,82,0.117
28,82,0.082
29,82,0.074
30,82,0.058
31,82,0.041
32,82,0.032
33,82,0.029
34,82,0.025
35,82,0.031
36,82,0.024
37,82,0.015
38,82,0.011
39,82,0.015
40,82,0.019
41,82,0.011
42,82,0.013
43,82,0.009
44,82,0.006
45,82,0.008
46,82,0.02
47,82,0.022
48,82,0.012
49,82,0.008
50,82,0.02
51,82,0.03
52,82,0.03
53,82,0.025
54,82,0.021
55,82,0.027
56,82,0.027
57,82,0.036
58,82,0.033
59,82,0.02
60,82,0.019
61,82,0.019
62,82,0.014
63,82,0.015
64,82,0.011
65,82,0.003
66,82,0.002
67,82,0.003
68,82,0.002
69,82,0.002
70,82,0.003
71,82,0.002
72,82,0
73,82,0
74,82,0.003
75,82,0.002
76,82,0.002
77,82,0.005
78,82,0.007
79,82,0.005
80,82,0.005
81,82,0.006
82,82,0.006
83,82,0.002
84,82,0.002
85,82,0.004
86,82,0.003
87,82,0.002
88,82,NA
89,82,0.003
-85,81,0.195
-82,81,0.239
-80,81,0.186
-79,81,0.192
-78,81,0.295
-73,81,0.204
-72,81,0.219
-71,81,0.267
-70,81,0.326
-69,81,0.252
-67,81,0.269
-66,81,0.265
-65,81,0.254
-64,81,0.159
-63,81,0.257
-62,81,NA
-61,81,0.264
-60,81,0.222
-59,81,0.285
-58,81,0.208
-57,81,0.157
-56,81,0.223
-55,81,0.214
-54,81,0.214
-53,81,0.171
-52,81,0.15
-51,81,0.154
-50,81,0.129
-49,81,0.095
-48,81,0.091
-47,81,0.088
-46,81,0.072
-45,81,0.069
-44,81,0.066
-43,81,0.063
-42,81,0.087
-41,81,0.072
-40,81,0.08
-39,81,0.079
-38,81,0.065
-37,81,0.068
-36,81,0.059
-35,81,0.056
-34,81,0.051
-33,81,0.061
-32,81,0.051
-31,81,0.052
-30,81,0.046
-29,81,0.048
-28,81,0.052
-27,81,0.051
-26,81,0.046
-25,81,0.057
-24,81,0.056
-23,81,0.061
-22,81,0.068
-21,81,0.067
-20,81,0.062
-19,81,0.057
-18,81,0.069
-17,81,0.079
-16,81,0.087
-15,81,0.089
-14,81,0.098
-13,81,0.092
-12,81,0.086
-11,81,0.079
-10,81,0.093
-9,81,0.116
-8,81,0.127
-7,81,0.138
-6,81,0.124
-5,81,0.132
-4,81,0.126
-3,81,0.142
-2,81,0.166
-1,81,0.19
0,81,0.194
1,81,0.226
2,81,0.258
3,81,0.265
4,81,0.28
5,81,0.316
6,81,0.343
7,81,0.361
8,81,0.363
9,81,0.388
10,81,0.448
11,81,0.487
12,81,0.573
13,81,0.676
14,81,0.798
15,81,0.858
16,81,0.885
17,81,0.897
18,81,0.873
19,81,0.822
20,81,0.711
21,81,0.645
22,81,0.54
23,81,0.396
24,81,0.291
25,81,0.223
26,81,0.19
27,81,0.143
28,81,0.104
29,81,0.077
30,81,0.057
31,81,0.046
32,81,0.038
33,81,0.034
34,81,0.032
35,81,0.037
36,81,0.027
37,81,0.013
38,81,0.011
39,81,0.013
40,81,0.011
41,81,0.015
42,81,0.018
43,81,0.019
44,81,0.009
45,81,0.014
46,81,0.022
47,81,0.026
48,81,0.017
49,81,0.014
50,81,0.025
51,81,0.041
52,81,0.025
53,81,0.029
54,81,0.028
55,81,0.028
56,81,0.031
57,81,0.039
58,81,0.037
59,81,0.029
60,81,0.021
61,81,0.018
62,81,0.015
63,81,0.01
64,81,0.007
65,81,0.004
66,81,0.005
67,81,0.002
68,81,0.001
69,81,0.002
70,81,0.002
71,81,0.001
72,81,0.002
73,81,0.001
74,81,0.001
75,81,0.001
76,81,0.007
77,81,0.005
78,81,0.006
79,81,0.006
80,81,0.004
81,81,0.004
82,81,0.005
83,81,0.002
84,81,0.004
85,81,0.001
86,81,0.002
87,81,0.003
88,81,0.002
89,81,0
-83,80,NA
-82,80,0.271
-81,80,NA
-80,80,0.186
-79,80,0.232
-78,80,0.295
-76,80,NA
-73,80,0.287
-72,80,0.256
-71,80,0.294
-70,80,0.323
-69,80,0.287
-68,80,0.336
-67,80,0.228
-66,80,0.257
-65,80,0.28
-64,80,0.245
-63,80,0.309
-62,80,0.277
-61,80,0.218
-60,80,0.232
-59,80,0.227
-58,80,0.267
-57,80,0.136
-56,80,0.236
-55,80,0.197
-54,80,0.219
-53,80,0.164
-52,80,0.136
-51,80,0.142
-50,80,0.123
-49,80,0.097
-48,80,0.099
-47,80,0.09
-46,80,0.077
-45,80,0.083
-44,80,0.078
-43,80,0.07
-42,80,0.083
-41,80,0.081
-40,80,0.077
-39,80,0.075
-38,80,0.064
-37,80,0.069
-36,80,0.063
-35,80,0.057
-34,80,0.056
-33,80,0.062
-32,80,0.052
-31,80,0.048
-30,80,0.055
-29,80,0.056
-28,80,0.05
-27,80,0.057
-26,80,0.05
-25,80,0.061
-24,80,0.062
-23,80,0.057
-22,80,0.059
-21,80,0.061
-20,80,0.065
-19,80,0.06
-18,80,0.067
-17,80,0.071
-16,80,0.075
-15,80,0.084
-14,80,0.087
-13,80,0.085
-12,80,0.088
-11,80,0.081
-10,80,0.094
-9,80,0.091
-8,80,0.121
-7,80,0.131
-6,80,0.125
-5,80,0.139
-4,80,0.136
-3,80,0.146
-2,80,0.173
-1,80,0.195
0,80,0.197
1,80,0.223
2,80,0.247
3,80,0.253
4,80,0.262
5,80,0.287
6,80,0.331
7,80,0.345
8,80,0.348
9,80,0.395
10,80,0.411
11,80,0.452
12,80,0.534
13,80,0.64
14,80,0.778
15,80,0.849
16,80,0.879
17,80,0.896
18,80,0.883
19,80,0.824
20,80,0.764
21,80,0.685
22,80,0.612
23,80,0.481
24,80,0.35
25,80,0.259
26,80,0.215
27,80,0.155
28,80,0.115
29,80,0.089
30,80,0.071
31,80,0.054
32,80,0.047
33,80,0.051
34,80,0.038
35,80,0.036
36,80,0.028
37,80,0.017
38,80,0.013
39,80,0.015
40,80,0.012
41,80,0.016
42,80,0.021
43,80,0.025
44,80,0.018
45,80,0.02
46,80,0.022
47,80,0.025
48,80,0.025
49,80,0.024
50,80,0.028
51,80,0.038
52,80,0.036
53,80,0.036
54,80,0.035
55,80,0.026
56,80,0.044
57,80,0.049
58,80,0.04
59,80,0.03
60,80,0.027
61,80,0.016
62,80,0.013
63,80,0.006
64,80,0.005
65,80,0.003
66,80,0.004
67,80,0.002
68,80,0.002
69,80,0.001
70,80,0.002
71,80,0.002
72,80,0.002
73,80,0.001
74,80,0.001
75,80,0.002
76,80,0.006
77,80,0.004
78,80,0.005
79,80,0.004
80,80,0.004
81,80,0.007
82,80,0.003
83,80,0.002
84,80,0.001
85,80,0.002
86,80,0.001
87,80,0
88,80,0
89,80,0
90,80,NA
-86,79,0.162
-84,79,0.262
-82,79,0.276
-76,79,NA
-75,79,NA
-74,79,0.302
-72,79,0.204
-71,79,0.222
-70,79,0.29
-69,79,0.311
-68,79,0.285
-67,79,0.23
-66,79,0.295
-65,79,0.315
-64,79,0.283
-63,79,0.311
-62,79,0.236
-61,79,0.262
-60,79,0.239
-59,79,0.255
-58,79,0.224
-57,79,0.226
-56,79,0.206
-55,79,0.183
-54,79,0.189
-53,79,0.161
-52,79,0.163
-51,79,0.109
-50,79,0.107
-49,79,0.099
-48,79,0.062
-47,79,0.081
-46,79,0.077
-45,79,0.079
-44,79,0.08
-43,79,0.069
-42,79,0.074
-41,79,0.077
-40,79,0.076
-39,79,0.074
-38,79,0.063
-37,79,0.061
-36,79,0.061
-35,79,0.065
-34,79,0.056
-33,79,0.054
-32,79,0.052
-31,79,0.054
-30,79,0.059
-29,79,0.057
-28,79,0.056
-27,79,0.06
-26,79,0.058
-25,79,0.065
-24,79,0.061
-23,79,0.061
-22,79,0.057
-21,79,0.062
-20,79,0.058
-19,79,0.056
-18,79,0.059
-17,79,0.065
-16,79,0.072
-15,79,0.081
-14,79,0.08
-13,79,0.071
-12,79,0.082
-11,79,0.079
-10,79,0.083
-9,79,0.086
-8,79,0.105
-7,79,0.112
-6,79,0.121
-5,79,0.137
-4,79,0.14
-3,79,0.154
-2,79,0.177
-1,79,0.191
0,79,0.183
1,79,0.198
2,79,0.224
3,79,0.236
4,79,0.254
5,79,0.284
6,79,0.306
7,79,0.332
8,79,0.345
9,79,0.38
10,79,0.387
11,79,0.404
12,79,0.472
13,79,0.606
14,79,0.723
15,79,0.81
16,79,0.869
17,79,0.886
18,79,0.887
19,79,0.862
20,79,0.8
21,79,0.724
22,79,0.648
23,79,0.532
24,79,0.416
25,79,0.331
26,79,0.251
27,79,0.182
28,79,0.13
29,79,0.1
30,79,0.084
31,79,0.07
32,79,0.054
33,79,0.057
34,79,0.054
35,79,0.046
36,79,0.031
37,79,0.022
38,79,0.019
39,79,0.014
40,79,0.017
41,79,0.023
42,79,0.028
